time,x,temperature
1.0,0.0,-0.010231763
1.0,0.07142857142857142,0.14442036
1.0,0.14285714285714285,0.2900382
1.0,0.21428571428571427,0.42746297
1.0,0.2857142857142857,0.56598353
1.0,0.3571428571428571,0.7146425
1.0,0.42857142857142855,0.8674494
1.0,0.5,0.9531121
1.0,0.5714285714285714,0.8677417
1.0,0.6428571428571428,0.71450675
1.0,0.7142857142857142,0.567631
1.0,0.7857142857142857,0.42709473
1.0,0.8571428571428571,0.2853993
1.0,0.9285714285714285,0.14064583
1.0,1.0,-0.005540848
2.0,0.0,-0.01274845
2.0,0.07142857142857142,0.14304039
2.0,0.14285714285714285,0.2898539
2.0,0.21428571428571427,0.4280986
2.0,0.2857142857142857,0.5667621
2.0,0.3571428571428571,0.7146387
2.0,0.42857142857142855,0.8653605
2.0,0.5,0.94989836
2.0,0.5714285714285714,0.8662231
2.0,0.6428571428571428,0.7142192
2.0,0.7142857142857142,0.56790435
2.0,0.7857142857142857,0.4274017
2.0,0.8571428571428571,0.28519383
2.0,0.9285714285714285,0.13942614
2.0,1.0,-0.00810802
3.0,0.0,-0.015202254
3.0,0.07142857142857142,0.14165834
3.0,0.14285714285714285,0.28963992
3.0,0.21428571428571427,0.42869952
3.0,0.2857142857142857,0.5675167
3.0,0.3571428571428571,0.71463954
3.0,0.42857142857142855,0.8632947
3.0,0.5,0.9466003
3.0,0.5714285714285714,0.86465013
3.0,0.6428571428571428,0.7139729
3.0,0.7142857142857142,0.5682522
3.0,0.7857142857142857,0.42776576
3.0,0.8571428571428571,0.28500518
3.0,0.9285714285714285,0.13819131
3.0,1.0,-0.010681123
4.0,0.0,-0.0175803
4.0,0.07142857142857142,0.14028206
4.0,0.14285714285714285,0.2894002
4.0,0.21428571428571427,0.42926648
4.0,0.2857142857142857,0.5682466
4.0,0.3571428571428571,0.71464443
4.0,0.42857142857142855,0.8612561
4.0,0.5,0.9432243
4.0,0.5714285714285714,0.8630215
4.0,0.6428571428571428,0.7137662
4.0,0.7142857142857142,0.5686711
4.0,0.7857142857142857,0.4281818
4.0,0.8571428571428571,0.28482953
4.0,0.9285714285714285,0.1369454
4.0,1.0,-0.013240904
5.0,0.0,-0.019868344
5.0,0.07142857142857142,0.1389195
5.0,0.14285714285714285,0.2891378
5.0,0.21428571428571427,0.42980042
5.0,0.2857142857142857,0.5689515
5.0,0.3571428571428571,0.7146517
5.0,0.42857142857142855,0.8592478
5.0,0.5,0.9397789
5.0,0.5714285714285714,0.8613366
5.0,0.6428571428571428,0.7135968
5.0,0.7142857142857142,0.5691569
5.0,0.7857142857142857,0.42864332
5.0,0.8571428571428571,0.28466275
5.0,0.9285714285714285,0.13569358
5.0,1.0,-0.015764982
6.0,0.0,-0.022052139
6.0,0.07142857142857142,0.13757911
6.0,0.14285714285714285,0.28885648
6.0,0.21428571428571427,0.43030247
6.0,0.2857142857142857,0.56963015
6.0,0.3571428571428571,0.7146598
6.0,0.42857142857142855,0.8572724
6.0,0.5,0.93627465
6.0,0.5714285714285714,0.85959446
6.0,0.6428571428571428,0.71346104
6.0,0.7142857142857142,0.569703
6.0,0.7857142857142857,0.42914274
6.0,0.8571428571428571,0.2845002
6.0,0.9285714285714285,0.13444254
6.0,1.0,-0.018228829
7.0,0.0,-0.02411732
7.0,0.07142857142857142,0.1362693
7.0,0.14285714285714285,0.28856072
7.0,0.21428571428571427,0.4307731
7.0,0.2857142857142857,0.5702821
7.0,0.3571428571428571,0.71466696
7.0,0.42857142857142855,0.8553332
