time,method,x,y,temperature
1.0,explicit,0.0,0.0,0.06476885381006925
1.0,explicit,0.0,0.07142857142857142,0.06476885381006925
1.0,explicit,0.0,0.14285714285714285,0.06476885381006925
1.0,explicit,0.0,0.21428571428571427,0.06476885381006925
1.0,explicit,0.0,0.2857142857142857,0.06476885381006925
1.0,explicit,0.0,0.3571428571428571,0.06476885381006925
1.0,explicit,0.0,0.42857142857142855,0.06476885381006925
1.0,explicit,0.0,0.5,0.06476885381006925
1.0,explicit,0.0,0.5714285714285714,0.06476885381006925
1.0,explicit,0.0,0.6428571428571428,0.06476885381006925
1.0,explicit,0.0,0.7142857142857142,0.06476885381006925
1.0,explicit,0.0,0.7857142857142857,0.06476885381006925
1.0,explicit,0.0,0.8571428571428571,0.06476885381006925
1.0,explicit,0.0,0.9285714285714285,0.06476885381006925
1.0,explicit,0.0,1.0,0.06476885381006925
1.0,explicit,0.07142857142857142,0.0,0.06476885381006925
1.0,explicit,0.07142857142857142,0.07142857142857142,0.021333956062841896
1.0,explicit,0.07142857142857142,0.14285714285714285,0.04129785047206786
1.0,explicit,0.07142857142857142,0.21428571428571427,0.06169669996603011
1.0,explicit,0.07142857142857142,0.2857142857142857,0.08210486323133623
1.0,explicit,0.07142857142857142,0.3571428571428571,0.10251292169635554
1.0,explicit,0.07142857142857142,0.42857142857142855,0.12289864884025048
1.0,explicit,0.07142857142857142,0.5,0.14169790847122418
1.0,explicit,0.07142857142857142,0.5714285714285714,0.1228986488402505
1.0,explicit,0.07142857142857142,0.6428571428571428,0.10251292169635558
1.0,explicit,0.07142857142857142,0.7142857142857142,0.08210486323133626
1.0,explicit,0.07142857142857142,0.7857142857142857,0.06169669996603012
1.0,explicit,0.07142857142857142,0.8571428571428571,0.041297850472067875
1.0,explicit,0.07142857142857142,0.9285714285714285,0.02133395606284192
1.0,explicit,0.07142857142857142,1.0,0.06476885381006925
1.0,explicit,0.14285714285714285,0.0,0.06476885381006925
1.0,explicit,0.14285714285714285,0.07142857142857142,0.04129785047206786
1.0,explicit,0.14285714285714285,0.14285714285714285,0.0816512806039122
1.0,explicit,0.14285714285714285,0.21428571428571427,0.12245829336318058
1.0,explicit,0.14285714285714285,0.2857142857142857,0.16327461989379283
1.0,explicit,0.14285714285714285,0.3571428571428571,0.20409073682383144
1.0,explicit,0.14285714285714285,0.42857142857142855,0.24486219111162133
1.0,explicit,0.14285714285714285,0.5,0.28246071037356874
1.0,explicit,0.14285714285714285,0.5714285714285714,0.24486219111162136
1.0,explicit,0.14285714285714285,0.6428571428571428,0.20409073682383153
1.0,explicit,0.14285714285714285,0.7142857142857142,0.16327461989379288
1.0,explicit,0.14285714285714285,0.7857142857142857,0.12245829336318059
1.0,explicit,0.14285714285714285,0.8571428571428571,0.08165128060391223
1.0,explicit,0.14285714285714285,0.9285714285714285,0.0412978504720679
1.0,explicit,0.14285714285714285,1.0,0.06476885381006925
1.0,explicit,0.21428571428571427,0.0,0.06476885381006925
1.0,explicit,0.21428571428571427,0.07142857142857142,0.06169669996603011
1.0,explicit,0.21428571428571427,0.14285714285714285,0.12245829336318058
1.0,explicit,0.21428571428571427,0.21428571428571427,0.18367346938775508
1.0,explicit,0.21428571428571427,0.2857142857142857,0.24489795918367344
1.0,explicit,0.21428571428571427,0.3571428571428571,0.3061221345787314
1.0,explicit,0.21428571428571427,0.42857142857142855,0.3672793160104162
1.0,explicit,0.21428571428571427,0.5,0.4236770949033372
1.0,explicit,0.21428571428571427,0.5714285714285714,0.36727931601041625
1.0,explicit,0.21428571428571427,0.6428571428571428,0.3061221345787315
1.0,explicit,0.21428571428571427,0.7142857142857142,0.24489795918367355
1.0,explicit,0.21428571428571427,0.7857142857142857,0.1836734693877551
1.0,explicit,0.21428571428571427,0.8571428571428571,0.12245829336318063
1.0,explicit,0.21428571428571427,0.9285714285714285,0.06169669996603018
1.0,explicit,0.21428571428571427,1.0,0.06476885381006925
1.0,explicit,0.2857142857142857,0.0,0.06476885381006925
1.0,explicit,0.2857142857142857,0.07142857142857142,0.08210486323133623
1.0,explicit,0.2857142857142857,0.14285714285714285,0.16327461989379283
1.0,explicit,0.2857142857142857,0.21428571428571427,0.24489795918367344
1.0,explicit,0.2857142857142857,0.2857142857142857,0.32653061224489793
1.0,explicit,0.2857142857142857,0.3571428571428571,0.40816284610497516
1.0,explicit,0.2857142857142857,0.42857142857142855,0.48970575468055494
1.0,explicit,0.2857142857142857,0.5,0.5649027932044497
1.0,explicit,0.2857142857142857,0.5714285714285714,0.489705754680555
1.0,explicit,0.2857142857142857,0.6428571428571428,0.40816284610497533
1.0,explicit,0.2857142857142857,0.7142857142857142,0.32653061224489804
1.0,explicit,0.2857142857142857,0.7857142857142857,0.24489795918367346
1.0,explicit,0.2857142857142857,0.8571428571428571,0.16327461989379288
1.0,explicit,0.2857142857142857,0.9285714285714285,0.08210486323133633
1.0,explicit,0.2857142857142857,1.0,0.06476885381006925
1.0,explicit,0.3571428571428571,0.0,0.06476885381006925
1.0,explicit,0.3571428571428571,0.07142857142857142,0.10251292169635554
1.0,explicit,0.3571428571428571,0.14285714285714285,0.20409073682383144
1.0,explicit,0.3571428571428571,0.21428571428571427,0.3061221345787314
1.0,explicit,0.3571428571428571,0.2857142857142857,0.40816284610497516
1.0,explicit,0.3571428571428571,0.3571428571428571,0.5102030336297849
1.0,explicit,0.3571428571428571,0.42857142857142855,0.6121315645489729
1.0,explicit,0.3571428571428571,0.5,0.7061277579035544
1.0,explicit,0.3571428571428571,0.5714285714285714,0.612131564548973
1.0,explicit,0.3571428571428571,0.6428571428571428,0.510203033629785
1.0,explicit,0.3571428571428571,0.7142857142857142,0.40816284610497533
1.0,explicit,0.3571428571428571,0.7857142857142857,0.30612213457873144
1.0,explicit,0.3571428571428571,0.8571428571428571,0.20409073682383153
1.0,explicit,0.3571428571428571,0.9285714285714285,0.10251292169635566
1.0,explicit,0.3571428571428571,1.0,0.06476885381006925
1.0,explicit,0.42857142857142855,0.0,0.06476885381006925
1.0,explicit,0.42857142857142855,0.07142857142857142,0.12289864884025048
1.0,explicit,0.42857142857142855,0.14285714285714285,0.24486219111162133
1.0,explicit,0.42857142857142855,0.21428571428571427,0.3672793160104162
1.0,explicit,0.42857142857142855,0.2857142857142857,0.48970575468055494
1.0,explicit,0.42857142857142855,0.3571428571428571,0.6121315645489729
1.0,explicit,0.42857142857142855,0.42857142857142855,0.7344233864906444
1.0,explicit,0.42857142857142855,0.5,0.8471970321565094
1.0,explicit,0.42857142857142855,0.5714285714285714,0.7344233864906445
1.0,explicit,0.42857142857142855,0.6428571428571428,0.6121315645489731
1.0,explicit,0.42857142857142855,0.7142857142857142,0.48970575468055516
1.0,explicit,0.42857142857142855,0.7857142857142857,0.36727931601041625
1.0,explicit,0.42857142857142855,0.8571428571428571,0.24486219111162144
1.0,explicit,0.42857142857142855,0.9285714285714285,0.12289864884025063
1.0,explicit,0.42857142857142855,1.0,0.06476885381006925
1.0,explicit,0.5,0.0,0.06476885381006925
1.0,explicit,0.5,0.07142857142857142,0.14169790847122418
1.0,explicit,0.5,0.14285714285714285,0.28246071037356874
1.0,explicit,0.5,0.21428571428571427,0.4236770949033372
1.0,explicit,0.5,0.2857142857142857,0.5649027932044497
1.0,explicit,0.5,0.3571428571428571,0.7061277579035544
1.0,explicit,0.5,0.42857142857142855,0.8471970321565094
1.0,explicit,0.5,0.5,0.9772491015000715
1.0,explicit,0.5,0.5714285714285714,0.8471970321565095
1.0,explicit,0.5,0.6428571428571428,0.7061277579035546
1.0,explicit,0.5,0.7142857142857142,0.5649027932044499
1.0,explicit,0.5,0.7857142857142857,0.42367709490333727
1.0,explicit,0.5,0.8571428571428571,0.28246071037356885
1.0,explicit,0.5,0.9285714285714285,0.14169790847122435
1.0,explicit,0.5,1.0,0.06476885381006925
1.0,explicit,0.5714285714285714,0.0,0.06476885381006925
1.0,explicit,0.5714285714285714,0.07142857142857142,0.1228986488402505
1.0,explicit,0.5714285714285714,0.14285714285714285,0.24486219111162136
1.0,explicit,0.5714285714285714,0.21428571428571427,0.36727931601041625
1.0,explicit,0.5714285714285714,0.2857142857142857,0.489705754680555
