time,x,y,temperature
1.0,0.0,0.0,0.0
1.0,0.0,0.07142857142857142,0.0
1.0,0.0,0.14285714285714285,0.0
1.0,0.0,0.21428571428571427,0.0
1.0,0.0,0.2857142857142857,0.0
1.0,0.0,0.3571428571428571,0.0
1.0,0.0,0.42857142857142855,0.0
1.0,0.0,0.5,0.0
1.0,0.0,0.5714285714285714,0.0
1.0,0.0,0.6428571428571428,0.0
1.0,0.0,0.7142857142857142,0.0
1.0,0.0,0.7857142857142857,0.0
1.0,0.0,0.8571428571428571,0.0
1.0,0.0,0.9285714285714285,0.0
1.0,0.0,1.0,0.0
1.0,0.07142857142857142,0.0,0.0
1.0,0.07142857142857142,0.07142857142857142,0.020405598145275133
1.0,0.07142857142857142,0.14285714285714285,0.04081304555116363
1.0,0.07142857142857142,0.21428571428571427,0.061221792929483924
1.0,0.07142857142857142,0.2857142857142857,0.08162933300907403
1.0,0.07142857142857142,0.3571428571428571,0.10203401683438706
1.0,0.07142857142857142,0.42857142857142855,0.1224367867351749
1.0,0.07142857142857142,0.5,0.13936158264154516
1.0,0.07142857142857142,0.5714285714285714,0.12243678673517491
1.0,0.07142857142857142,0.6428571428571428,0.10203401683438708
1.0,0.07142857142857142,0.7142857142857142,0.08162933300907409
1.0,0.07142857142857142,0.7857142857142857,0.06122179292948394
1.0,0.07142857142857142,0.8571428571428571,0.04081304555116361
1.0,0.07142857142857142,0.9285714285714285,0.020405598145275188
1.0,0.07142857142857142,1.0,9.553582814568286e-19
1.0,0.14285714285714285,0.0,0.0
1.0,0.14285714285714285,0.07142857142857142,0.040813045551163635
1.0,0.14285714285714285,0.14285714285714285,0.08162978979114352
1.0,0.14285714285714285,0.21428571428571427,0.12244913409379742
1.0,0.14285714285714285,0.2857142857142857,0.16326606368957952
1.0,0.14285714285714285,0.3571428571428571,0.2040772805179585
1.0,0.14285714285714285,0.42857142857142855,0.24488466932383707
1.0,0.14285714285714285,0.5,0.27873579494892875
1.0,0.14285714285714285,0.5714285714285714,0.24488466932383707
1.0,0.14285714285714285,0.6428571428571428,0.20407728051795854
1.0,0.14285714285714285,0.7142857142857142,0.1632660636895796
1.0,0.14285714285714285,0.7857142857142857,0.12244913409379744
1.0,0.14285714285714285,0.8571428571428571,0.08162978979114358
1.0,0.14285714285714285,0.9285714285714285,0.04081304555116371
1.0,0.14285714285714285,1.0,1.910803142411555e-18
1.0,0.21428571428571427,0.0,0.0
1.0,0.21428571428571427,0.07142857142857142,0.06122179292948387
1.0,0.21428571428571427,0.14285714285714285,0.1224491340937974
1.0,0.21428571428571427,0.21428571428571427,0.18368037549384317
1.0,0.21428571428571427,0.2857142857142857,0.24490799470196242
1.0,0.21428571428571427,0.3571428571428571,0.3061270444475912
1.0,0.21428571428571427,0.42857142857142855,0.3673403519508154
1.0,0.21428571428571427,0.5,0.41811888551678683
1.0,0.21428571428571427,0.5714285714285714,0.36734035195081527
1.0,0.21428571428571427,0.6428571428571428,0.30612704444759137
1.0,0.21428571428571427,0.7142857142857142,0.24490799470196264
1.0,0.21428571428571427,0.7857142857142857,0.18368037549384328
