time,x,y,temperature
1.0,0.0,0.0,-0.013526362
1.0,0.07142857142857142,0.0,-0.0032776827
1.0,0.14285714285714285,0.0,-0.00047959108
1.0,0.21428571428571427,0.0,-0.003768851
1.0,0.2857142857142857,0.0,-0.008131702
1.0,0.3571428571428571,0.0,-0.005831008
1.0,0.42857142857142855,0.0,0.0032194657
1.0,0.5,0.0,0.006214219
1.0,0.5714285714285714,0.0,-0.0014888095
1.0,0.6428571428571428,0.0,-0.008849555
1.0,0.7142857142857142,0.0,-0.009591212
1.0,0.7857142857142857,0.0,-0.0074407095
1.0,0.8571428571428571,0.0,-0.0075383717
1.0,0.9285714285714285,0.0,-0.012593144
1.0,1.0,0.0,-0.02355808
1.0,0.0,0.07142857142857142,-0.003548433
1.0,0.07142857142857142,0.07142857142857142,0.023520648
1.0,0.14285714285714285,0.07142857142857142,0.044866495
1.0,0.21428571428571427,0.07142857142857142,0.061005704
1.0,0.2857142857142857,0.07142857142857142,0.07588772
1.0,0.3571428571428571,0.07142857142857142,0.09713221
1.0,0.42857142857142855,0.07142857142857142,0.12387314
1.0,0.5,0.07142857142857142,0.13435294
1.0,0.5714285714285714,0.07142857142857142,0.11830301
1.0,0.6428571428571428,0.07142857142857142,0.0950863
1.0,0.7142857142857142,0.07142857142857142,0.07706507
1.0,0.7857142857142857,0.07142857142857142,0.060992472
1.0,0.8571428571428571,0.07142857142857142,0.04228788
1.0,0.9285714285714285,0.07142857142857142,0.019251622
1.0,1.0,0.07142857142857142,-0.008573943
1.0,0.0,0.14285714285714285,-0.00063927565
1.0,0.07142857142857142,0.14285714285714285,0.044396743
1.0,0.14285714285714285,0.14285714285714285,0.08584533
1.0,0.21428571428571427,0.14285714285714285,0.123354994
1.0,0.2857142857142857,0.14285714285714285,0.1596708
1.0,0.3571428571428571,0.14285714285714285,0.20218824
1.0,0.42857142857142855,0.14285714285714285,0.25005192
1.0,0.5,0.14285714285714285,0.2708891
1.0,0.5714285714285714,0.14285714285714285,0.24484259
1.0,0.6428571428571428,0.14285714285714285,0.2020825
1.0,0.7142857142857142,0.14285714285714285,0.16294478
1.0,0.7857142857142857,0.14285714285714285,0.12511775
1.0,0.8571428571428571,0.14285714285714285,0.08525205
1.0,0.9285714285714285,0.14285714285714285,0.04265064
1.0,1.0,0.14285714285714285,-0.0030705119
1.0,0.0,0.21428571428571427,-0.0034506312
1.0,0.07142857142857142,0.21428571428571427,0.06067083
1.0,0.14285714285714285,0.21428571428571427,0.12335392
1.0,0.21428571428571427,0.21428571428571427,0.1831597
1.0,0.2857142857142857,0.21428571428571427,0.24140668
1.0,0.3571428571428571,0.21428571428571427,0.30516443
1.0,0.42857142857142855,0.21428571428571427,0.3750183
1.0,0.5,0.21428571428571427,0.40819967
1.0,0.5714285714285714,0.21428571428571427,0.3711731
1.0,0.6428571428571428,0.21428571428571427,0.3068346
1.0,0.7142857142857142,0.21428571428571427,0.24483377
1.0,0.7857142857142857,0.21428571428571427,0.1840389
1.0,0.8571428571428571,0.21428571428571427,0.12247255
1.0,0.9285714285714285,0.21428571428571427,0.059908144
1.0,1.0,0.21428571428571427,-0.004211561
1.0,0.0,0.2857142857142857,-0.008786952
1.0,0.07142857142857142,0.2857142857142857,0.07557077
1.0,0.14285714285714285,0.2857142857142857,0.1603944
1.0,0.21428571428571427,0.2857142857142857,0.24273527
1.0,0.2857142857142857,0.2857142857142857,0.32223
1.0,0.3571428571428571,0.2857142857142857,0.4055987
1.0,0.42857142857142855,0.2857142857142857,0.49622548
1.0,0.5,0.2857142857142857,0.5426974
1.0,0.5714285714285714,0.2857142857142857,0.49424475
1.0,0.6428571428571428,0.2857142857142857,0.4079033
1.0,0.7142857142857142,0.2857142857142857,0.32365364
1.0,0.7857142857142857,0.2857142857142857,0.24109215
1.0,0.8571428571428571,0.2857142857142857,0.15864602
1.0,0.9285714285714285,0.2857142857142857,0.07594809
1.0,1.0,0.2857142857142857,-0.0070937136
1.0,0.0,0.3571428571428571,-0.0105688395
1.0,0.07142857142857142,0.3571428571428571,0.09465003
1.0,0.14285714285714285,0.3571428571428571,0.20215255
1.0,0.21428571428571427,0.3571428571428571,0.3070726
1.0,0.2857142857142857,0.3571428571428571,0.40722916
1.0,0.3571428571428571,0.3571428571428571,0.5090526
1.0,0.42857142857142855,0.3571428571428571,0.6193106
1.0,0.5,0.3571428571428571,0.67977667
1.0,0.5714285714285714,0.3571428571428571,0.6194777
1.0,0.6428571428571428,0.3571428571428571,0.51110345
1.0,0.7142857142857142,0.3571428571428571,0.4063003
1.0,0.7857142857142857,0.3571428571428571,0.30372244
1.0,0.8571428571428571,0.3571428571428571,0.20051849
1.0,0.9285714285714285,0.3571428571428571,0.096590176
1.0,1.0,0.3571428571428571,-0.0060346434
1.0,0.0,0.42857142857142855,-0.0038680537
1.0,0.07142857142857142,0.42857142857142855,0.12009635
1.0,0.14285714285714285,0.42857142857142855,0.24867079
1.0,0.21428571428571427,0.42857142857142855,0.37533665
1.0,0.2857142857142857,0.42857142857142855,0.49639022
1.0,0.3571428571428571,0.42857142857142855,0.6178709
1.0,0.42857142857142855,0.42857142857142855,0.74877745
1.0,0.5,0.42857142857142855,0.824385
1.0,0.5714285714285714,0.42857142857142855,0.7519555
1.0,0.6428571428571428,0.42857142857142855,0.62088907
1.0,0.7142857142857142,0.42857142857142855,0.49592018
1.0,0.7857142857142857,0.42857142857142855,0.37318194
1.0,0.8571428571428571,0.42857142857142855,0.24814409
1.0,0.9285714285714285,0.42857142857142855,0.12243713
1.0,1.0,0.42857142857142855,0.001325964
1.0,0.0,0.5,0.0027653305
1.0,0.07142857142857142,0.5,0.13454907
1.0,0.14285714285714285,0.5,0.27278158
1.0,0.21428571428571427,0.5,0.41076386
1.0,0.2857142857142857,0.5,0.5443493
1.0,0.3571428571428571,0.5,0.6789273
1.0,0.42857142857142855,0.5,0.82323676
1.0,0.5,0.5,0.9083198
1.0,0.5714285714285714,0.5,0.8273334
1.0,0.6428571428571428,0.5,0.6814767
1.0,0.7142857142857142,0.5,0.54515064
1.0,0.7857142857142857,0.5,0.41151553
1.0,0.8571428571428571,0.5,0.27437723
1.0,0.9285714285714285,0.5,0.13691753
1.0,1.0,0.5,0.006746753
1.0,0.0,0.5714285714285714,-0.0010828013
1.0,0.07142857142857142,0.5714285714285714,0.1206995
1.0,0.14285714285714285,0.5714285714285714,0.2471835
1.0,0.21428571428571427,0.5714285714285714,0.3730207
1.0,0.2857142857142857,0.5714285714285714,0.49535626
1.0,0.3571428571428571,0.5714285714285714,0.6193826
1.0,0.42857142857142855,0.5714285714285714,0.7513357
1.0,0.5,0.5714285714285714,0.8267658
1.0,0.5714285714285714,0.5714285714285714,0.7486942
1.0,0.6428571428571428,0.5714285714285714,0.614129
1.0,0.7142857142857142,0.5714285714285714,0.49260992
1.0,0.7857142857142857,0.5714285714285714,0.37356132
1.0,0.8571428571428571,0.5714285714285714,0.24875072
1.0,0.9285714285714285,0.5714285714285714,0.12138068
1.0,1.0,0.5714285714285714,-0.0003603408
1.0,0.0,0.6428571428571428,-0.0070100585
1.0,0.07142857142857142,0.6428571428571428,0.096307576
1.0,0.14285714285714285,0.6428571428571428,0.20124368
1.0,0.21428571428571427,0.6428571428571428,0.30467126
1.0,0.2857142857142857,0.6428571428571428,0.4062612
1.0,0.3571428571428571,0.6428571428571428,0.51157796
1.0,0.42857142857142855,0.6428571428571428,0.6227139
1.0,0.5,0.6428571428571428,0.68329173
