time,method,x,y,temperature
1.0,explicit,0.0,0.0,0.032384426905034625
1.0,explicit,0.0,0.07142857142857142,0.032384426905034625
1.0,explicit,0.0,0.14285714285714285,0.032384426905034625
1.0,explicit,0.0,0.21428571428571427,0.032384426905034625
1.0,explicit,0.0,0.2857142857142857,0.032384426905034625
1.0,explicit,0.0,0.3571428571428571,0.032384426905034625
1.0,explicit,0.0,0.42857142857142855,0.032384426905034625
1.0,explicit,0.0,0.5,0.032384426905034625
1.0,explicit,0.0,0.5714285714285714,0.032384426905034625
1.0,explicit,0.0,0.6428571428571428,0.032384426905034625
1.0,explicit,0.0,0.7142857142857142,0.032384426905034625
1.0,explicit,0.0,0.7857142857142857,0.032384426905034625
1.0,explicit,0.0,0.8571428571428571,0.032384426905034625
1.0,explicit,0.0,0.9285714285714285,0.032384426905034625
1.0,explicit,0.0,1.0,0.032384426905034625
1.0,explicit,0.07142857142857142,0.0,0.032384426905034625
1.0,explicit,0.07142857142857142,0.07142857142857142,0.020871059664074005
1.0,explicit,0.07142857142857142,0.14285714285714285,0.041057088501340044
1.0,explicit,0.07142857142857142,0.21428571428571427,0.06146059488097423
1.0,explicit,0.07142857142857142,0.2857142857142857,0.08186875814628036
1.0,explicit,0.07142857142857142,0.3571428571428571,0.10227681661129967
1.0,explicit,0.07142857142857142,0.42857142857142855,0.12266254375519461
1.0,explicit,0.07142857142857142,0.5,0.14146180338616832
1.0,explicit,0.07142857142857142,0.5714285714285714,0.12266254375519463
1.0,explicit,0.07142857142857142,0.6428571428571428,0.10227681661129971
1.0,explicit,0.07142857142857142,0.7142857142857142,0.08186875814628039
1.0,explicit,0.07142857142857142,0.7857142857142857,0.06146059488097424
1.0,explicit,0.07142857142857142,0.8571428571428571,0.04105708850134006
1.0,explicit,0.07142857142857142,0.9285714285714285,0.02087105966407403
1.0,explicit,0.07142857142857142,1.0,0.032384426905034625
1.0,explicit,0.14285714285714285,0.0,0.032384426905034625
1.0,explicit,0.14285714285714285,0.07142857142857142,0.041057088501340044
