time,method,x,y,temperature
1.0,explicit,0.0,0.0,0.1295377076201385
1.0,explicit,0.0,0.07142857142857142,0.1295377076201385
1.0,explicit,0.0,0.14285714285714285,0.1295377076201385
1.0,explicit,0.0,0.21428571428571427,0.1295377076201385
1.0,explicit,0.0,0.2857142857142857,0.1295377076201385
1.0,explicit,0.0,0.3571428571428571,0.1295377076201385
1.0,explicit,0.0,0.42857142857142855,0.1295377076201385
1.0,explicit,0.0,0.5,0.1295377076201385
1.0,explicit,0.0,0.5714285714285714,0.1295377076201385
1.0,explicit,0.0,0.6428571428571428,0.1295377076201385
1.0,explicit,0.0,0.7142857142857142,0.1295377076201385
1.0,explicit,0.0,0.7857142857142857,0.1295377076201385
1.0,explicit,0.0,0.8571428571428571,0.1295377076201385
1.0,explicit,0.0,0.9285714285714285,0.1295377076201385
1.0,explicit,0.0,1.0,0.1295377076201385
1.0,explicit,0.07142857142857142,0.0,0.1295377076201385
1.0,explicit,0.07142857142857142,0.07142857142857142,0.022259748860377664
1.0,explicit,0.07142857142857142,0.14285714285714285,0.041779374413523473
1.0,explicit,0.07142857142857142,0.21428571428571427,0.06216891013614186
1.0,explicit,0.07142857142857142,0.2857142857142857,0.08257707340144799
1.0,explicit,0.07142857142857142,0.3571428571428571,0.1029851318664673
1.0,explicit,0.07142857142857142,0.42857142857142855,0.12337085901036224
1.0,explicit,0.07142857142857142,0.5,0.1421701186413359
1.0,explicit,0.07142857142857142,0.5714285714285714,0.12337085901036225
1.0,explicit,0.07142857142857142,0.6428571428571428,0.10298513186646734
1.0,explicit,0.07142857142857142,0.7142857142857142,0.08257707340144801
1.0,explicit,0.07142857142857142,0.7857142857142857,0.06216891013614186
1.0,explicit,0.07142857142857142,0.8571428571428571,0.04177937441352349
1.0,explicit,0.07142857142857142,0.9285714285714285,0.02225974886037769
1.0,explicit,0.07142857142857142,1.0,0.1295377076201385
1.0,explicit,0.14285714285714285,0.0,0.1295377076201385
1.0,explicit,0.14285714285714285,0.07142857142857142,0.041779374413523473
1.0,explicit,0.14285714285714285,0.14285714285714285,0.08166990814659995
1.0,explicit,0.14285714285714285,0.21428571428571427,0.12246760713452445
1.0,explicit,0.14285714285714285,0.2857142857142857,0.1632839336651367
1.0,explicit,0.14285714285714285,0.3571428571428571,0.2041000505951753
1.0,explicit,0.14285714285714285,0.42857142857142855,0.2448715048829652
1.0,explicit,0.14285714285714285,0.5,0.28247002414491257
1.0,explicit,0.14285714285714285,0.5714285714285714,0.24487150488296522
1.0,explicit,0.14285714285714285,0.6428571428571428,0.2041000505951754
1.0,explicit,0.14285714285714285,0.7142857142857142,0.16328393366513674
1.0,explicit,0.14285714285714285,0.7857142857142857,0.12246760713452447
1.0,explicit,0.14285714285714285,0.8571428571428571,0.08166990814659998
1.0,explicit,0.14285714285714285,0.9285714285714285,0.04177937441352352
1.0,explicit,0.14285714285714285,1.0,0.1295377076201385
1.0,explicit,0.21428571428571427,0.0,0.1295377076201385
1.0,explicit,0.21428571428571427,0.07142857142857142,0.06216891013614186
1.0,explicit,0.21428571428571427,0.14285714285714285,0.12246760713452445
1.0,explicit,0.21428571428571427,0.21428571428571427,0.18367346938775508
1.0,explicit,0.21428571428571427,0.2857142857142857,0.24489795918367344
1.0,explicit,0.21428571428571427,0.3571428571428571,0.3061221345787314
1.0,explicit,0.21428571428571427,0.42857142857142855,0.3672793160104162
1.0,explicit,0.21428571428571427,0.5,0.4236770949033372
1.0,explicit,0.21428571428571427,0.5714285714285714,0.36727931601041625
1.0,explicit,0.21428571428571427,0.6428571428571428,0.3061221345787315
1.0,explicit,0.21428571428571427,0.7142857142857142,0.24489795918367355
1.0,explicit,0.21428571428571427,0.7857142857142857,0.1836734693877551
1.0,explicit,0.21428571428571427,0.8571428571428571,0.12246760713452451
1.0,explicit,0.21428571428571427,0.9285714285714285,0.06216891013614193
1.0,explicit,0.21428571428571427,1.0,0.1295377076201385
1.0,explicit,0.2857142857142857,0.0,0.1295377076201385
1.0,explicit,0.2857142857142857,0.07142857142857142,0.08257707340144799
1.0,explicit,0.2857142857142857,0.14285714285714285,0.1632839336651367
1.0,explicit,0.2857142857142857,0.21428571428571427,0.24489795918367344
1.0,explicit,0.2857142857142857,0.2857142857142857,0.32653061224489793
1.0,explicit,0.2857142857142857,0.3571428571428571,0.40816284610497516
1.0,explicit,0.2857142857142857,0.42857142857142855,0.48970575468055494
1.0,explicit,0.2857142857142857,0.5,0.5649027932044497
